Country,ISO2,ISO3,Admin_1,Admin_2,ESPEN_IU_ID,Community,Community_ID,Year_pop,TotalPop,AdjPop,PreSAC,SAC,Adults,WRA1549,WRA1524,PercPreSAC,PercSAC,PercAdults,PercWRA1549,PercWRA1524,PGR,PGR_WB21,Urbanization,TransRiskLevel,YearSurvey,PC_YearStarted,N_PC,N_EffPC
South Africa,ZA,ZAF,Limpopo,Vhembe,43299,Thulamela,ZAF-43299-004,2023,546780,565797,33043,106879,403583,149653,43849,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Limpopo,Waterberg,43300,Bela-Bela,ZAF-43300-001,2023,79047,83783,4893,15827,59762,22161,6493,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Limpopo,Waterberg,43300,Lephalale,ZAF-43300-002,2023,141292,149757,8746,28289,106822,39611,11606,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Limpopo,Waterberg,43300,Modimolle/Mookgophong,ZAF-43300-003,2023,123805,131222,7663,24788,93601,34708,10170,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Limpopo,Waterberg,43300,Mogalakwena,ZAF-43300-004,2023,362056,383748,22411,72490,273727,101501,29740,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Limpopo,Waterberg,43300,Thabazimbi,ZAF-43300-005,2023,101317,107387,6271,20285,76599,28404,8322,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Mpumalanga,Ehlanzeni,43301,Bushbuckridge,ZAF-43301-001,2023,640218,650748,38004,122926,464179,172123,50433,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Mpumalanga,Ehlanzeni,43301,City of Mbombela,ZAF-43301-002,2023,782873,795750,46472,150317,567608,210476,61671,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Mpumalanga,Ehlanzeni,43301,Nkomazi,ZAF-43301-003,2023,467189,474873,27733,89704,338727,125604,36803,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Mpumalanga,Ehlanzeni,43301,Thaba Chweu,ZAF-43301-004,2023,116951,118875,6942,22455,84794,31442,9213,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Mpumalanga,Gert Sibande,43302,Chief Albert Luthuli,ZAF-43302-001,2023,221107,223612,13059,42240,159502,59145,17330,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Mpumalanga,Gert Sibande,43302,Dipaleseng,ZAF-43302-002,2023,50388,50959,2976,9626,36349,13479,3949,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Mpumalanga,Gert Sibande,43302,Dr Pixley Ka Isaka Seme,ZAF-43302-003,2023,98940,100061,5844,18902,71374,26466,7755,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Mpumalanga,Gert Sibande,43302,Govan Mbeki,ZAF-43302-004,2023,350113,354079,20678,66886,252565,93654,27441,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Mpumalanga,Gert Sibande,43302,Lekwa,ZAF-43302-005,2023,137485,139042,8120,26265,99179,36777,10776,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Mpumalanga,Gert Sibande,43302,Mkhondo,ZAF-43302-006,2023,204433,206749,12074,39055,147474,54685,16023,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Mpumalanga,Gert Sibande,43302,Msukaligwa,ZAF-43302-007,2023,177563,179574,10487,33922,128090,47497,13917,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Mpumalanga,Nkangala,43303,Dr JS Moroka,ZAF-43303-001,2023,296821,312953,18276,59117,223229,82776,24254,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Mpumalanga,Nkangala,43303,Emakhazeni,ZAF-43303-002,2023,56124,59174,3456,11178,42209,15652,4586,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Mpumalanga,Nkangala,43303,Emalahleni,ZAF-43303-003,2023,470085,495634,28945,93625,353536,131095,38412,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Mpumalanga,Nkangala,43303,Steve Tshwete,ZAF-43303-004,2023,273197,288045,16822,54412,205462,76188,22323,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Mpumalanga,Nkangala,43303,Thembisile,ZAF-43303-005,2023,369037,389094,22723,73500,277541,102915,30155,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Mpumalanga,Nkangala,43303,Victor Khanye,ZAF-43303-006,2023,89689,94564,5523,17863,67453,25012,7329,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,North West,Bojanala Platinum,43304,Kgetlengrivier,ZAF-43304-001,2023,60681,64357,3758,12157,45906,17022,4988,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,North West,Bojanala Platinum,43304,Local Municipality of Madibeng,ZAF-43304-002,2023,565572,599836,35030,113309,427863,158657,46487,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,North West,Bojanala Platinum,43304,Moretele,ZAF-43304-003,2023,224106,237683,13881,44898,169539,62867,18420,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,North West,Bojanala Platinum,43304,Moses Kotane,ZAF-43304-004,2023,288320,305787,17858,57763,218118,80881,23698,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,North West,Bojanala Platinum,43304,Rustenburg,ZAF-43304-005,2023,653272,692849,40462,130879,494209,183259,53696,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,North West,Dr Kenneth Kaunda,43305,City of Matlosana,ZAF-43305-001,2023,473900,484031,28267,91433,345259,128026,37512,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,North West,Dr Kenneth Kaunda,43305,Maquassi Hills,ZAF-43305-002,2023,92473,94450,5516,17842,67371,24982,7320,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,North West,Dr Kenneth Kaunda,43305,Ventersdorp/Tlokwe,ZAF-43305-003,2023,260873,266450,15561,50332,190059,70476,20650,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,North West,Dr Ruth Segomotsi Mompati,43307,Greater Taung,ZAF-43307-001,2023,211161,212772,12426,40193,151770,56278,16490,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,North West,Dr Ruth Segomotsi Mompati,43307,Kagisano/Molopo,ZAF-43307-002,2023,125750,126709,7400,23935,90382,33515,9820,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,North West,Dr Ruth Segomotsi Mompati,43307,Lekwa-Teemane,ZAF-43307-003,2023,63295,63778,3725,12048,45493,16869,4943,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,North West,Dr Ruth Segomotsi Mompati,43307,Mamusa,ZAF-43307-004,2023,71743,72290,4222,13656,51564,19121,5602,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,North West,Dr Ruth Segomotsi Mompati,43307,Naledi,ZAF-43307-005,2023,79382,79988,4671,15110,57055,21157,6199,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,North West,Ngaka Modiri Molema,43306,Ditsobotla,ZAF-43306-001,2023,198453,200566,11713,37887,143064,53050,15544,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,North West,Ngaka Modiri Molema,43306,Mafikeng,ZAF-43306-002,2023,346534,350224,20453,66157,249815,92634,27142,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,North West,Ngaka Modiri Molema,43306,Ramotshere Moiloa,ZAF-43306-003,2023,181469,183401,10711,34644,130820,48510,14214,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,North West,Ngaka Modiri Molema,43306,Ratlou,ZAF-43306-004,2023,127592,128951,7531,24359,91981,34108,9994,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,North West,Ngaka Modiri Molema,43306,Tswaing,ZAF-43306-005,2023,147656,149228,8715,28189,106444,39471,11565,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Northern Cape,Frances Baard,43308,Dikgatlong,ZAF-43308-001,2023,55680,54574,3187,10309,38928,14435,4229,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Northern Cape,Frances Baard,43308,Magareng,ZAF-43308-002,2023,28771,28199,1647,5327,20114,7459,2185,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Northern Cape,Frances Baard,43308,Phokwane,ZAF-43308-003,2023,74887,73399,4287,13865,52356,19414,5688,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Northern Cape,Frances Baard,43308,Sol Plaatjie,ZAF-43308-004,2023,294843,288984,16877,54589,206132,76436,22396,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Northern Cape,John Taolo Gaetsewe,43309,Gamagara,ZAF-43309-001,2023,49470,51356,2999,9701,36632,13584,3980,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Northern Cape,John Taolo Gaetsewe,43309,Ga-Segonyana,ZAF-43309-002,2023,111322,115566,6749,21830,82433,30567,8956,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Northern Cape,John Taolo Gaetsewe,43309,Joe Morolong,ZAF-43309-003,2023,106423,110481,6452,20870,78806,29222,8562,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Northern Cape,Namakwa,43310,Hantam,ZAF-43310-001,2023,25775,25926,1514,4897,18493,6857,2009,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Northern Cape,Namakwa,43310,Kamiesberg,ZAF-43310-002,2023,12109,12180,711,2301,8688,3222,944,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Northern Cape,Namakwa,43310,Karoo Hoogland,ZAF-43310-003,2023,14860,14947,873,2823,10662,3953,1158,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Northern Cape,Namakwa,43310,Kh+oi-Ma,ZAF-43310-004,2023,14794,14881,869,2811,10615,3936,1153,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Northern Cape,Namakwa,43310,Nama Khoi,ZAF-43310-005,2023,55917,56245,3285,10625,40120,14877,4359,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Northern Cape,Namakwa,43310,Richtersveld,ZAF-43310-006,2023,14242,14326,837,2706,10219,3789,1110,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Northern Cape,Pixley ka Seme,43311,Emthanjeni,ZAF-43311-001,2023,50348,50867,2971,9609,36283,13454,3942,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Northern Cape,Pixley ka Seme,43311,Kareeberg,ZAF-43311-002,2023,13876,14019,819,2648,10000,3708,1086,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Northern Cape,Pixley ka Seme,43311,Renosterberg,ZAF-43311-003,2023,13049,13183,770,2490,9403,3487,1022,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Northern Cape,Pixley ka Seme,43311,Siyancuma,ZAF-43311-004,2023,44072,44526,2600,8411,31760,11777,3451,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Northern Cape,Pixley ka Seme,43311,Siyathemba,ZAF-43311-005,2023,25665,25929,1514,4898,18495,6858,2009,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Northern Cape,Pixley ka Seme,43311,Thembelihle,ZAF-43311-006,2023,18663,18855,1101,3562,13449,4987,1461,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Northern Cape,Pixley ka Seme,43311,Ubuntu,ZAF-43311-007,2023,22110,22338,1305,4220,15934,5908,1731,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Northern Cape,Pixley ka Seme,43311,Umsobomvu,ZAF-43311-008,2023,33730,34077,1990,6437,24307,9013,2641,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Northern Cape,ZF Mgcawu,43312,!Kheis,ZAF-43312-001,2023,19776,20537,1199,3879,14649,5432,1592,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Northern Cape,ZF Mgcawu,43312,Dawid Kruiper,ZAF-43312-002,2023,119460,124059,7245,23435,88491,32814,9615,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Northern Cape,ZF Mgcawu,43312,Kai !Garib,ZAF-43312-003,2023,78298,81312,4749,15360,58000,21507,6302,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Northern Cape,ZF Mgcawu,43312,Kgatelopele,ZAF-43312-004,2023,22213,23068,1347,4358,16454,6101,1788,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Northern Cape,ZF Mgcawu,43312,Tsantsabane,ZAF-43312-005,2023,41714,43320,2530,8183,30900,11458,3357,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Western Cape,Cape Winelands,43314,Breede Valley,ZAF-43314-001,2023,198302,208574,12181,39400,148776,55168,16164,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Western Cape,Cape Winelands,43314,Drakenstein,ZAF-43314-002,2023,298672,314143,18346,59342,224078,83091,24346,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Western Cape,Cape Winelands,43314,Langeberg,ZAF-43314-003,2023,116163,122180,7135,23080,87151,32317,9469,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Western Cape,Cape Winelands,43314,Stellenbosch,ZAF-43314-004,2023,185112,194701,11371,36779,138880,51498,15089,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Western Cape,Cape Winelands,43314,Witzenberg,ZAF-43314-005,2023,137823,144962,8466,27383,103401,38342,11235,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Western Cape,Central Karoo,43315,Beaufort West,ZAF-43315-001,2023,58943,59649,3484,11268,42548,15777,4623,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Western Cape,Central Karoo,43315,Laingsburg,ZAF-43315-002,2023,9853,9971,582,1884,7112,2637,773,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Western Cape,Central Karoo,43315,Prince Albert,ZAF-43315-003,2023,15615,15802,923,2985,11272,4180,1225,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Western Cape,Cape Town,43313,City of Cape Town,ZAF-43313-001,2023,4445721,4657503,271998,879802,3322197,1231910,360956,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Western Cape,Eden,43316,Bitou,ZAF-43316-001,2023,58438,60368,3525,11404,43060,15967,4679,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Western Cape,Eden,43316,George,ZAF-43316-002,2023,230216,237820,13889,44924,169637,62903,18431,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Western Cape,Eden,43316,Hessequa,ZAF-43316-003,2023,62575,64642,3775,12211,46109,17098,5010,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Western Cape,Eden,43316,Kannaland,ZAF-43316-004,2023,29440,30412,1776,5745,21693,8044,2357,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Western Cape,Eden,43316,Knysna,ZAF-43316-005,2023,81614,84310,4924,15926,60138,22300,6534,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Western Cape,Eden,43316,Mossel Bay,ZAF-43316-006,2023,106304,109815,6413,20744,78331,29046,8511,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Western Cape,Eden,43316,Oudtshoorn,ZAF-43316-007,2023,114034,117801,6880,22253,84027,31158,9130,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Western Cape,Overberg,43317,Cape Agulhas,ZAF-43317-001,2023,39271,42602,2488,8048,30388,11268,3302,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Western Cape,Overberg,43317,Overstrand,ZAF-43317-002,2023,95521,103623,6052,19574,73914,27408,8031,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Western Cape,Overberg,43317,Swellendam,ZAF-43317-003,2023,42693,46314,2705,8749,33036,12250,3589,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Western Cape,Overberg,43317,Theewaterskloof,ZAF-43317-004,2023,129406,140382,8198,26518,100134,37131,10880,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Western Cape,West Coast,43318,Bergrivier,ZAF-43318-001,2023,73576,80544,4704,15215,57452,21304,6242,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Western Cape,West Coast,43318,Cederberg,ZAF-43318-002,2023,59159,64762,3782,12234,46195,17130,5019,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Western Cape,West Coast,43318,Matzikama,ZAF-43318-003,2023,79817,87376,5103,16505,62325,23111,6772,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Western Cape,West Coast,43318,Saldanha Bay,ZAF-43318-004,2023,117909,129076,7538,24382,92070,34141,10003,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
South Africa,ZA,ZAF,Western Cape,West Coast,43318,Swartland,ZAF-43318-005,2023,135227,148034,8645,27964,105593,39155,11473,5.84,18.89,71.33,26.45,7.75,0.86,0,0,0,0,0,0,0
